Match ID,Team ID,Team Name,Player From ID,Player From Name,Event ID,Event Description,Tags,Period ID,Period Description,Start Minute,Start Second,End Minute,End Second,Intersection Point,Intersection Point Norm,Start X,Start Y,End X,End Y,Next Event Description,Shot On Target
132455,821,PANAMA,86392.0,EDUARDO ANTONIO GUERRERO LOZCANO,5,Shot,"Promising Action, Right, From inside the Penalty Area, Off Target",2,2t,7,18,7,30,0.00;44.57;0.19,105.00;23.43;0.19,95.42,47.73,105.00,23.43,Shot Against,False
132455,414,COLOMBIA,16564.0,JOHAN MOJICA,5,Shot,"On Target, GK Save, Left, From outside the Penalty Area",2,2t,11,4,11,16,105.00;34.25;0.12,105.00;34.25;0.12,84.00,13.37,100.96,32.05,Pass,True
132455,821,PANAMA,98301.0,EDGARDO ISAAC FARINA WYNTER,5,Shot,"Right, From outside the Penalty Area, Off Target",2,2t,16,58,17,10,0.00;30.71;5.50,105.00;37.29;5.50,73.57,43.93,105.00,37.29,Shot Against,False
132455,414,COLOMBIA,65047.0,RICHARD RIOS MONTOYA,5,Shot,"Right, From outside the Penalty Area, Off Target, Deflected",2,2t,20,31,20,43,105.00;39.51;0.19,105.00;39.51;0.19,81.46,24.64,85.66,25.50,Set Pieces,False
132455,414,COLOMBIA,65047.0,RICHARD RIOS MONTOYA,25,Goal,"Right, From outside the Penalty Area, Offensive Action",2,2t,24,19,24,42,105.00;31.01;0.02,105.00;31.01;0.02,78.36,47.02,105.00,31.01,Ball Recovery,False
132455,414,COLOMBIA,65047.0,RICHARD RIOS MONTOYA,5,Shot,"On Target, Goal, Right, From outside the Penalty Area",2,2t,24,30,24,42,105.00;31.01;0.02,105.00;31.01;0.02,78.36,47.02,105.00,31.01,Pass,True
132455,821,PANAMA,16682.0,ERIC JAVIER DAVIS GRAJALES,5,Shot,"Left, Direct Free Kick, From outside the Penalty Area, Off Target",2,2t,30,40,30,52,0.00;37.13;4.50,105.00;30.87;4.50,77.80,27.03,105.00,30.87,Shot Against,False
132455,821,PANAMA,54430.0,ABDIEL ARMANDO AYARZA BOCANEGRA,5,Shot,"On Target, Blocked, Promising Action, Headed Shot, From inside the Penalty Area",2,2t,34,2,34,14,0.00;33.95;0.38,105.00;34.05;0.38,92.17,30.69,95.06,33.77,Shot Against,True
132455,821,PANAMA,98301.0,EDGARDO ISAAC FARINA WYNTER,5,Shot,"On Target, GK Save, Right, From outside the Penalty Area",2,2t,34,9,34,21,0.00;34.46;0.54,105.00;33.54;0.54,78.36,43.22,102.02,35.44,Shot Against,True
132455,821,PANAMA,44468.0,JOVANI WELCH,5,Shot,"Right, From outside the Penalty Area, Off Target",2,2t,34,33,34,45,0.00;29.09;4.50,105.00;38.91;4.50,82.73,21.96,105.00,38.91,Shot Against,False
132455,821,PANAMA,54430.0,ABDIEL ARMANDO AYARZA BOCANEGRA,5,Shot,"Left, From outside the Penalty Area, Off Target",2,2t,38,51,39,3,0.00;33.88;6.50,105.00;34.12;6.50,88.09,36.18,105.00,34.12,Shot Against,False
132455,414,COLOMBIA,16565.0,MIGUEL BORJA,25,Goal,"Right, Penalty, From inside the Penalty Area, Penalty",2,2t,48,50,48,56,105.00;36.65;0.12,105.00;36.65;0.12,95.98,32.10,105.00,36.65,Set Pieces,False
132455,414,COLOMBIA,16565.0,MIGUEL BORJA,5,Shot,"On Target, Goal, Right, Penalty, From inside the Penalty Area",2,2t,48,50,49,2,105.00;36.65;0.12,105.00;36.65;0.12,95.98,32.10,105.00,36.65,Goal,True
