Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,pass,passRiusciti,passRiusciti_PERC,passChiaveRicevuti,passChiaveRicevuti_PERC,passRicevuti,perdePalla,duelli,duelliPersiMetaCampo,duelliTackle,duelliTackle_PERC,falliFatti,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaFuori,tiriDaFuori_PERC,passChiave,passChiaveInArea,passChiaveInArea_PERC,passInArea,passInArea_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,assist,assistVincenti,assistVincenti_PERC,assistInArea,assistInArea_PERC,triangolazione,triFatta,triFatta_PERC,recuperaPalla,perdeMetaCampoProria,perdeMetaCampoProria_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,dribbling,dribblingPositivo,dribblingPositivo_PERC,dribblingSub,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliVinti,duelliVinti_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo_PERC,duelliAerei,duelliAerei_PERC,duelliTackleVinti,duelliTackleVinti_PERC,falliSubiti,inFuorigioco,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,tiriDaArea,tiriDaArea_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passRicevutiInArea,passRicevutiInArea_PERC,duelliAereiVinti,duelliAereiVinti_PERC,palleLaterali,tiriInPortaDaArea,tiriInPortaDaArea_PERC,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,parate,uscite,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,passaggiPortiere,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvio,rinvioMano,rinvioMano_PERC,rinvioPiede,rinvioPiede_PERC,parataMano,parataMano_PERC,rinvioDalFondo,rinvioDalFondo_PERC,FxGoT,gkGP,tiroGol,tiroGol_PERC,tiroGolArea,tiroGolArea_PERC,tiroGolPiede,tiroGolPiede_PERC,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,giochiPortiereRicevuti,cutBack,cutBackRiusciti,cutBackRiusciti_PERC,triChiusa,triChiusa_PERC,tiriDiRigore,tiriDiRigore_PERC,ammonizioni,tiriDiTesta,tiriDiTesta_PERC,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,retiSub,interventoNegativo,cross,crossRiusciti,crossRiusciti_PERC,tiriRigoreSubiti,lanci,lanciPositivi,lanciPositivi_PERC,parataPiede,parataPiede_PERC,retiSubGK,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC
11235,EDISON MICHAEL,FLORES PERALTA,FLORES E.,14-05-1994,131486,57,8,4,50.00%,,,7,3,5,2,1,20.00%,1,0.000,0.000,0.669,0.000,0.388,0.000,0.000,0.000,780,,,,,,,,,3,37.50%,,,,,,,,,,,,,,,,,,,1,2,40.00%,2,40.00%,2,100.00%,100.00%,,,,,2,,,,,,,,,,1,14.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,100.00%,1,,,,,,,,,,,,,
47614,PEDRO,GALLESE,GALLESE P.,23-02-1990,131486,95,19,7,36.84%,,,5,7,2,,1,50.00%,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,780,,,,,,1,,,,,,,,,,,,,,,6,2,28.57%,,,,,,,1,50.00%,2,100.00%,,,,,,1,100.00%,1,,,,2,28.57%,,,,,,,,,,,,,,4,2,7,4,57.14%,2,1,50.00%,14,,,9,64.29%,3,75.00%,5,35.71%,1.148,-0.852,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,3,1,33.33%,1,25.00%,2,,
11236,PAOLO,GUERRERO,GUERRERO P.,01-01-1984,131486,57,4,3,75.00%,,,5,2,11,6,1,9.09%,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.09%,3,27.27%,1,33.33%,200.00%,7,63.64%,,,1,,,,,,,,,,,,2,28.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
8779,GIANLUCA,LAPADULA,LAPADULA G.,07-02-1990,131486,38,4,2,50.00%,2,33.33%,6,4,3,3,,,1,0.005,0.000,0.317,0.000,-0.075,-0.005,0.005,0.000,780,1,,,1,100.00%,,,,1,25.00%,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,,,,,,,,,,,,,2,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,100.00%
59257,MARCOS JOHAN,LOPEZ LANFRANCO,LOPEZ M.,20-11-1999,131486,78,31,22,70.97%,,,16,5,4,1,,,1,0.020,0.191,1.163,0.032,1.183,0.171,0.020,0.000,780,1,1,100.00%,1,100.00%,1,1,100.00%,6,19.35%,4,66.67%,1,,,1,100.00%,1,1,100.00%,3,1,20.00%,1,33.33%,1,,,1,1,25.00%,2,50.00%,,,50.00%,,,,,1,,1,100.00%,2,40.00%,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,1,50.00%,,,,,,,,,
17908,SERGIO,PENA,PENA S.,28-09-1995,131486,95,46,33,71.74%,,,33,7,13,4,3,23.08%,3,0.000,0.000,1.017,0.000,0.792,0.000,0.000,0.000,780,,,,,,3,,,6,13.04%,2,33.33%,,,,,,,,,6,5,71.43%,4,66.67%,1,,,3,3,23.08%,6,46.15%,5,83.33%,66.67%,,,2,66.67%,3,,,,2,28.57%,,,,,,,,,1,,,1,16.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,66.67%,2,,1,,,,,,,,,,,
52223,BRYAN,REYNA,REYNA B.,23-08-1998,131486,64,8,6,75.00%,1,7.14%,14,4,11,4,4,36.36%,,0.000,0.000,0.280,0.000,0.280,0.000,0.000,0.000,780,,,,,,,,,2,25.00%,1,50.00%,,,,,,,,,,1,25.00%,,,6,2,33.33%,,,,4,36.36%,3,75.00%,100.00%,1,9.09%,1,25.00%,,,,,,,,,,,,,1,100.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,100.00%,,,,,,,,,
54878,JOSE' DANIEL,RIVERA MARTINEZ,RIVERA J.,08-05-1997,131486,38,7,7,100.00%,,,6,,2,,2,100.00%,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,780,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,100.00%,2,100.00%,,,,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,1,,,,,,,,,,,,,
37197,OLIVER,SONNE,SONNE O.,10-11-2000,131486,95,28,23,82.14%,1,7.14%,14,2,6,2,1,16.67%,1,0.000,0.000,0.225,0.000,-0.070,0.000,0.000,0.000,780,,,,,,,,,1,3.57%,,,,,,,,,,,5,,,,,1,,,1,,,3,50.00%,,,66.67%,2,33.33%,1,100.00%,,,,,,,,,,,1,7.14%,1,50.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
20460,CARLOS AUGUSTO,ZAMBRANO OCHANDARTE,ZAMBRANO C.,10-07-1989,131486,95,21,12,57.14%,1,6.67%,15,3,3,,1,33.33%,1,0.036,0.000,0.360,0.000,-0.020,-0.036,0.036,0.000,780,1,,,,,,,,1,4.76%,,,,,,,,,,,3,1,33.33%,1,33.33%,,,,1,,,1,33.33%,,,,,,,,,,,,,,1,100.00%,1,100.00%,2,13.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100.00%,,,2,,,,,,,,,,,,,
54272,FRANCO,ZANELATTO TELLEZ,ZANELATTO F.,09-05-2000,131486,31,8,6,75.00%,2,22.22%,9,2,6,3,3,50.00%,1,0.110,0.000,0.132,0.050,-0.001,-0.110,0.110,0.000,780,1,,,,,1,,,1,12.50%,,,1,,,,,2,1,50.00%,1,,,,,,,,1,,,1,16.67%,,,300.00%,1,16.67%,1,33.33%,,,,,,,1,100.00%,1,50.00%,1,11.11%,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,,,,1,100.00%,1,100.00%,1,,,,,,,,,,,,,
