Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaFuori,tiriDaFuori_PERC,passChiave,passChiaveInArea,passChiaveInArea_PERC,pass,passInArea,passInArea_PERC,passRiusciti,passRiusciti_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passRicevuti,passRicevutiInArea,passRicevutiInArea_PERC,assist,assistInArea,assistInArea_PERC,cross,crossRiusciti,crossRiusciti_PERC,traversoni,cutBack,palleLaterali,perdePalla,recuperaPalla,perdeMetaCampoProria,perdeMetaCampoProria_PERC,dribbling,dribblingSub,duelli,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliVinti,duelliVinti_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliAerei,duelliAerei_PERC,duelliTackle,duelliTackle_PERC,falliFatti,falliSubiti,inFuorigioco,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,retiSub,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,dribblingPositivo,dribblingPositivo_PERC,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,duelliAereiVinti,duelliAereiVinti_PERC,duelliTackleVinti,duelliTackleVinti_PERC,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,giochiPortiereRicevuti,traversoniRiusciti,traversoniRiusciti_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,triangolazione,triFatta,triFatta_PERC,triChiusa,triChiusa_PERC,ammonizioni,tiriDaArea,tiriDaArea_PERC,tiriDiTesta,tiriDiTesta_PERC,cutBackRiusciti,cutBackRiusciti_PERC,parate,uscite,interventoPositivo,interventoNegativo,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,lanci,passaggiPortiere,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvio,rinvioMano,rinvioMano_PERC,parataMano,parataMano_PERC,parataPiede,parataPiede_PERC,retiSubGK,rinvioDalFondo,rinvioDalFondo_PERC,FxGoT,gkGP,espulsioni,thirdPass,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiroGol,tiroGol_PERC,tiroGolArea,tiroGolArea_PERC,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolTesta,tiroGolTesta_PERC,golSviluppoCorner,golSviluppoCorner_PERC,doppieAmm,assistVincenti,assistVincenti_PERC,assistVincentiInArea,assistVincentiInArea_PERC,lanciPositivi,lanciPositivi_PERC,rinvioPiede,rinvioPiede_PERC
36655,FACUNDO,PELLISTRI,PELLISTRI F.,20-12-2001,132630,50,,,,,,,,,5,,,5,100.00%,,,1,12.50%,,,8,,,,,,,,,,,,3,1,,,1,,8,,,2,25.00%,1,50.00%,5,250.00%,1,12.50%,4,50.00%,2,,,,,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,246,,,,,,,2,50.00%,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26458,SERGIO,ROCHET,ROCHET S.,23-03-1993,132630,102,,,,,,,,,22,,,17,77.27%,,,,,,,9,,,,,,,,,,,,5,2,3,60.00%,,,,,,,,,,,,,,,,,,,,,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,246,,,,,,,,,2,40.00%,,,,,,,,,,,,,,,,,,,,3,3,1,2,3,2,66.67%,2,7,4,57.14%,13,7,53.85%,2,66.67%,1,33.33%,1,6,46.15%,1.613,0.613,,,,,,,,,,,,,,,,,,,,,,,,,,,
7420,LUIS,SUAREZ,SUAREZ L.,24-01-1987,132630,31,1,,,,,,,,9,4,44.44%,7,77.78%,3,75.00%,2,20.00%,1,50.00%,10,3,30.00%,,,,,,,,1,1,4,1,,,2,,3,,,1,33.33%,1,100.00%,2,200.00%,,,,,1,,,,,,0.194,0.000,0.206,0.000,-0.132,-0.194,0.194,0.000,246,1,50.00%,,,,,,,,,,,,1,100.00%,1,100.00%,,,,,,,1,100.00%,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29661,MANUEL,UGARTE,UGARTE M.,11-04-2001,132630,102,1,,,1,100.00%,7,,,63,1,1.59%,58,92.06%,,,1,1.92%,,,52,,,,,,1,,,,,1,3,5,1,33.33%,1,4,15,3,20.00%,7,46.67%,,,,,4,26.67%,2,13.33%,1,3,,,,1,0.058,0.000,0.000,0.000,-0.239,-0.058,0.058,0.000,246,,,3,75.00%,1,25.00%,2,100.00%,2,66.67%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16801,FEDERICO,VALVERDE,VALVERDE F.,22-07-1998,132630,102,1,,,1,100.00%,10,3,30.00%,75,10,13.33%,69,92.00%,7,70.00%,2,2.86%,,,70,,,3,1,33.33%,,,,,,,5,1,,,1,2,7,,,4,57.14%,2,50.00%,1,25.00%,,,4,57.14%,,,,,,1,0.069,0.000,0.546,0.126,0.323,-0.069,0.069,0.000,246,1,100.00%,2,100.00%,,,3,75.00%,,,,,,,,,,2,1,50.00%,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,GUILLERMO,VARELA,VARELA G.,24-03-1993,132630,68,,,,,,,,,18,,,16,88.89%,,,,,,,12,,,,,,,,,,,,1,3,,,,1,9,,,4,44.44%,,,,,2,22.22%,5,55.56%,1,,,,,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,246,,,,,2,100.00%,1,20.00%,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52201,JHON,ARIAS,ARIAS J.,21-09-1997,132630,50,1,,,1,100.00%,1,,,17,,,15,88.24%,,,2,13.33%,,,15,,,,,,,,,,,,,1,,,1,1,6,,,2,33.33%,1,50.00%,3,150.00%,,,3,50.00%,1,,,,,,0.058,0.000,0.127,0.000,0.082,-0.058,0.058,0.000,414,,,1,100.00%,,,2,66.67%,,,,,,1,100.00%,,,1,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10386,SANTIAGO,ARIAS NARANJO,ARIAS S.,13-01-1992,132630,52,,,,,,,,,6,1,16.67%,5,83.33%,1,100.00%,,,,,3,,,,,,,,,,,,,1,,,1,2,5,,,4,80.00%,2,50.00%,1,25.00%,1,20.00%,1,20.00%,,,,,,,0.000,0.000,0.115,0.000,0.115,0.000,0.000,0.000,414,1,100.00%,,,1,100.00%,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56177,KEVIN DUVAN,CASTANO GIL,CASTANO K.,29-09-2000,132630,36,,,,,,4,2,50.00%,13,2,15.38%,10,76.92%,2,100.00%,,,,,11,1,9.09%,2,1,50.00%,,,,,,,2,2,1,50.00%,1,,6,2,33.33%,4,66.67%,4,100.00%,2,50.00%,3,50.00%,,,,2,,,,,0.000,0.000,0.285,0.101,0.172,0.000,0.000,0.000,414,1,100.00%,,,1,33.33%,,,2,100.00%,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
15095,JHON ANDRES,CORDOBA COPETE,CORDOBA J.,11-05-1993,132630,80,2,,,,,2,1,50.00%,13,2,15.38%,9,69.23%,1,50.00%,5,20.83%,2,40.00%,24,4,16.67%,2,1,50.00%,,,,,,,11,,1,9.09%,1,,20,,,9,45.00%,9,100.00%,10,111.11%,10,50.00%,8,40.00%,1,,2,,,,0.382,0.000,0.415,0.063,-0.010,-0.382,0.382,0.000,414,1,100.00%,,,5,50.00%,3,37.50%,2,18.18%,1,,,,,,,,,,,,,2,100.00%,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,
21776,CARLOS ECCEHOMO,CUESTA FIGUEROA,CUESTA C.,09-03-1999,132630,102,,,,,,1,,,30,1,3.33%,26,86.67%,1,100.00%,,,,,20,,,,,,,,,,,,2,5,1,50.00%,1,2,5,,,3,60.00%,2,66.67%,1,33.33%,1,20.00%,,,1,,,,,,0.000,0.000,0.282,0.000,0.282,0.000,0.000,0.000,414,1,100.00%,1,50.00%,1,100.00%,,,2,100.00%,5,,,2,40.00%,1,20.00%,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505,LUIS FERNANDO,DIAZ MARULANDA,DIAZ L. F.,13-01-1997,132630,90,1,1,100.00%,,,3,1,33.33%,20,3,15.00%,16,80.00%,1,33.33%,5,13.51%,1,20.00%,37,3,8.11%,2,1,50.00%,1,1,100.00%,,,1,16,1,5,31.25%,9,,29,3,10.34%,10,34.48%,8,80.00%,15,150.00%,4,13.79%,11,37.93%,2,3,,,,,0.093,0.609,0.565,0.056,0.250,0.516,0.093,0.000,414,4,44.44%,,,,,3,27.27%,4,25.00%,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,
16563,JEFFERSON ANDRES,LERMA SOLIS,LERMA J.,25-10-1994,132630,102,3,1,33.33%,2,66.67%,1,,,19,,,15,78.95%,,,4,28.57%,1,25.00%,14,1,7.14%,,,,,,,,,,3,3,1,33.33%,,2,10,,,3,30.00%,3,100.00%,2,66.67%,5,50.00%,1,10.00%,2,,,,,,0.155,0.500,0.000,0.000,-0.151,0.344,0.155,0.000,414,,,1,50.00%,2,40.00%,,,2,66.67%,,,,,,,,1,,,1,100.00%,,1,33.33%,1,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1,33.33%,1,33.33%,1,100.00%,1,100.00%,1,100.00%,1,100.00%,,,,,,,,,
11346,YERRY,MINA,MINA Y.,23-09-1994,132630,22,,,,,,,,,3,,,1,33.33%,,,,,,,1,,,,,,,,,,,,1,2,,,,,1,1,100.00%,1,100.00%,,,,,,,,,,1,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16564,JOHAN,MOJICA,MOJICA J.,21-08-1992,132630,102,,,,,,2,,,33,1,3.03%,25,75.76%,,,,,,,15,,,,,,,,,,,,4,8,2,50.00%,1,2,13,2,15.38%,9,69.23%,1,11.11%,3,33.33%,1,7.69%,6,46.15%,1,2,,,,,0.000,0.000,0.153,0.000,0.153,0.000,0.000,0.000,414,,,,,1,100.00%,4,66.67%,,,,,,,,,,2,1,50.00%,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30367,DANIEL,MUNOZ,MUNOZ D.,26-05-1996,132630,45,1,,,,,1,1,100.00%,24,1,4.17%,22,91.67%,1,100.00%,1,11.11%,1,100.00%,9,1,11.11%,1,1,100.00%,,,,,,,,4,,,1,1,10,1,10.00%,5,50.00%,3,60.00%,3,60.00%,1,10.00%,4,40.00%,2,1,,,,,0.053,0.000,0.211,0.045,-0.044,-0.053,0.053,0.000,414,,,1,100.00%,1,100.00%,3,75.00%,,,,,,3,75.00%,1,25.00%,,,,,,2,1,100.00%,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
65047,RICHARD,RIOS MONTOYA,RIOS R.,02-06-2000,132630,65,1,1,100.00%,,,2,,,20,2,10.00%,14,70.00%,1,50.00%,1,4.00%,1,100.00%,25,1,4.00%,,,,2,1,50.00%,,,3,6,1,2,33.33%,3,2,12,1,8.33%,5,41.67%,4,80.00%,5,100.00%,,,6,50.00%,,1,,,,,0.140,0.505,0.116,0.000,0.046,0.365,0.140,0.000,414,2,66.67%,2,100.00%,,,2,33.33%,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,
7488,JAMES DAVID,RODRIGUEZ RUBIO,RODRIGUEZ J.,12-07-1991,132630,66,,,,,,4,3,75.00%,29,8,27.59%,18,62.07%,3,37.50%,1,5.26%,,,19,,,3,3,100.00%,2,1,50.00%,,,2,8,1,,,1,,11,,,4,36.36%,2,50.00%,7,175.00%,2,18.18%,6,54.55%,2,,,,,,0.000,0.000,1.257,0.112,1.257,0.000,0.000,0.000,414,,,,,2,100.00%,2,33.33%,,,,,,,,,,1,,,1,100.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,33.33%,1,33.33%,,,,
14259,DAVINSON,SANCHEZ,SANCHEZ D.,12-06-1996,132630,102,,,,,,1,,,33,1,3.03%,22,66.67%,,,,,,,22,,,,,,,,,,,,5,4,1,20.00%,2,6,15,,,9,60.00%,4,44.44%,4,44.44%,1,6.67%,5,33.33%,1,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,414,1,50.00%,2,33.33%,1,100.00%,3,60.00%,2,40.00%,2,,,1,25.00%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21549,LUIS FERNANDO,SINISTERRA LUCUMI,SINISTERRA L.,17-06-1999,132630,11,,,,,,1,1,100.00%,9,2,22.22%,7,77.78%,2,100.00%,2,25.00%,1,50.00%,8,1,12.50%,1,1,100.00%,,,,,,,2,1,,,,,2,,,1,50.00%,1,100.00%,1,100.00%,,,2,100.00%,,,,,,,0.000,0.000,0.400,0.057,0.400,0.000,0.000,0.000,414,,,,,,,1,50.00%,,,,,,1,100.00%,1,100.00%,1,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16562,MATEUS,URIBE,URIBE M.,21-03-1991,132630,37,2,,,,,,,,8,1,12.50%,6,75.00%,1,100.00%,2,40.00%,2,100.00%,5,2,40.00%,,,,,,,,,,1,3,1,100.00%,,,1,,,,,,,1,,,,1,100.00%,,,,,,,0.424,0.000,0.126,0.000,-0.022,-0.424,0.424,0.000,414,,,,,,,,,2,200.00%,,,,1,33.33%,,,,,,,,,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16561,CAMILO,VARGAS,VARGAS C.,09-03-1989,132630,102,,,,,,,,,35,1,2.86%,25,71.43%,,,,,,,8,,,,,,,,,,,,10,6,2,20.00%,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,414,,,,,,,,,2,20.00%,,,,,,,,,,,,,,,,,,,,2,2,1,,2,2,100.00%,3,7,7,100.00%,25,2,8.00%,2,100.00%,,,,18,72.00%,0.628,0.628,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,5,20.00%
