Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaArea,tiriDaArea_PERC,passChiave,pass,passInArea,passInArea_PERC,passRiusciti,passRiusciti_PERC,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passRicevuti,passRicevutiInArea,passRicevutiInArea_PERC,palleLaterali,perdePalla,triangolazione,triFatta,triFatta_PERC,triChiusa,triChiusa_PERC,recuperaPalla,perdeMetaCampoProria,perdeMetaCampoProria_PERC,dribbling,dribblingPositivo,dribblingPositivo_PERC,dribblingSub,duelli,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliVinti,duelliVinti_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliTackle,duelliTackle_PERC,duelliTackleVinti,duelliTackleVinti_PERC,falliFatti,falliSubiti,tiriInPortaDaArea,tiriInPortaDaArea_PERC,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,giochiPortiereRicevuti,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,cross,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiroGol,tiroGol_PERC,tiroGolArea,tiroGolArea_PERC,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolPiede,tiroGolPiede_PERC,passChiaveInArea,passChiaveInArea_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,assist,assistInArea,assistInArea_PERC,traversoni,traversoniRiusciti,traversoniRiusciti_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,duelliAerei,duelliAerei_PERC,ammonizioni,tiriDaFuori,tiriDaFuori_PERC,tiriDiTesta,tiriDiTesta_PERC,assistVincenti,assistVincenti_PERC,assistVincentiInArea,assistVincentiInArea_PERC,parate,uscite,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,lanci,passaggiPortiere,lanciPositivi,lanciPositivi_PERC,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvio,rinvioMano,rinvioMano_PERC,rinvioPiede,rinvioPiede_PERC,parataMano,parataMano_PERC,parataPiede,parataPiede_PERC,rinvioDalFondo,rinvioDalFondo_PERC,FxGoT,gkGP,thirdPass,thirdPassVincenti,thirdPassVincenti_PERC,duelliAereiVinti,duelliAereiVinti_PERC,inFuorigioco,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,interventoPositivo,retiSub,retiSubGK,cutBack,crossRiusciti,crossRiusciti_PERC,interventoNegativo
16511,STEPHEN,ANTUNES EUSTAQUIO,EUSTAQUIO S.,21-12-1996,131470,96,2,2,100.00%,2,100.00%,3,49,6,12.24%,41,83.67%,3,7.32%,2,66.67%,41,2,4.88%,,6,1,,,1,100.00%,2,2,33.33%,,,,6,12,,,6,50.00%,1,16.67%,6,100.00%,4,33.33%,1,25.00%,1,,2,100.00%,2,33.33%,0.442,0.462,0.867,0.000,0.693,0.020,0.442,0.000,3914,,,,,2,33.33%,,,,,,,,,,,,,4,66.67%,,,,,,,,,1,8.33%,,,,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,2,,,,,
35121,TAJON,BUCHANAN,BUCHANAN T.,08-02-1999,131470,60,1,,,1,100.00%,1,10,3,30.00%,10,100.00%,,,,,10,2,20.00%,,1,,,,,,2,,,1,1,100.00%,2,6,,,2,33.33%,,,2,100.00%,2,33.33%,,,1,,,,,,0.262,0.000,0.412,0.039,0.395,-0.262,0.262,0.000,3914,,,,,1,50.00%,,,,,,,,,,,1,100.00%,3,100.00%,1,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
36779,DEREK,CORNELIUS,CORNELIUS D.,25-11-1997,131470,96,,,,,,3,24,,,22,91.67%,,,,,18,,,,3,,,,,,5,1,33.33%,,,,2,8,,,6,75.00%,1,16.67%,,,3,37.50%,3,100.00%,1,,,,2,66.67%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,,,,,,3,2,,,,,
51059,MAXIME,CREPEAU,CREPEAU M.,11-05-1994,131470,96,,,,,,,21,,,17,80.95%,,,,,6,,,,3,,,,,,5,1,33.33%,,,,1,1,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10,7,70.00%,4,8,1,25.00%,7,87.50%,9,3,33.33%,1,11.11%,5,62.50%,3,37.50%,5,55.56%,2.829,0.829,,,,,,,,,,,1,2,2,,,,
23346,JONATHAN,DAVID,DAVID J.,14-01-2000,131470,96,1,,,1,100.00%,3,20,3,15.00%,15,75.00%,4,20.00%,2,50.00%,20,3,15.00%,,5,1,1,100.00%,,,5,2,40.00%,1,1,100.00%,2,13,4,30.77%,8,61.54%,2,25.00%,3,37.50%,5,38.46%,2,40.00%,,4,,,,,0.340,0.000,0.395,0.038,0.519,-0.340,0.340,0.000,3914,1,1,100.00%,,1,50.00%,,,,,,,,,,,1,33.33%,1,33.33%,1,,,,,,,,1,7.69%,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
22446,ALPHONSO,DAVIES,DAVIES A.,02-11-2000,131470,96,3,1,33.33%,2,66.67%,,32,4,12.50%,29,90.63%,3,12.50%,1,33.33%,24,2,8.33%,1,5,,,,,,7,2,40.00%,3,1,33.33%,2,16,3,18.75%,10,62.50%,4,40.00%,2,20.00%,7,43.75%,5,71.43%,,3,,,2,40.00%,0.383,0.154,0.962,0.000,1.231,-0.230,0.383,0.000,3914,1,,,,1,50.00%,,,,,,,,,,,,,2,50.00%,,,,,,,1,14.29%,1,6.25%,,1,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,2,,1,,,
36781,ALISTAIR,JOHNSTON,JOHNSTON A.,08-10-1998,131470,96,,,,,,1,42,5,11.90%,35,83.33%,,,,,34,1,2.94%,1,4,,,,,,2,2,50.00%,1,,,4,13,,,7,53.85%,4,57.14%,3,42.86%,7,53.85%,5,71.43%,1,,,,,,0.000,0.000,0.144,0.000,-0.052,0.000,0.000,0.000,3914,,,,1,2,50.00%,,,,,,,,,,,1,100.00%,4,80.00%,,,,,,,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100.00%,,2,,,1,100.00%,
36785,ISMAEL,KONE',KONE' I.,16-06-2002,131470,86,,,,,,,43,1,2.33%,32,74.42%,3,8.11%,,,37,,,,9,,,,,,3,3,33.33%,1,1,100.00%,1,14,2,14.29%,8,57.14%,5,62.50%,2,25.00%,7,50.00%,3,42.86%,2,2,,,2,22.22%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,1,7.14%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,1,,,,,
28652,CYLE,LARIN,LARIN C.,17-04-1995,131470,81,,,,,,1,13,1,7.69%,9,69.23%,4,19.05%,,,21,4,19.05%,1,11,,,,,,,3,27.27%,1,,,,18,1,5.56%,5,27.78%,5,100.00%,10,200.00%,9,50.00%,2,22.22%,2,1,,,2,18.18%,0.000,0.000,0.205,0.131,-0.311,0.000,0.000,0.000,3914,,,,1,,,,,,,,,,,,,1,100.00%,1,100.00%,1,1,100.00%,,,,,,5,27.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40.00%,1,,,,,,1,,,1,100.00%,
36782,RICHIE,LARYEA,LARYEA R.,07-01-1995,131470,16,,,,,,,3,,,3,100.00%,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
49309,MOISE BOMBITO,LUMPUNGU,BOMBITO M.,30-03-2000,131470,96,,,,,,3,55,,,49,89.09%,,,,,37,2,5.41%,,3,,,,,,12,1,33.33%,2,2,100.00%,3,16,1,6.25%,12,75.00%,2,16.67%,2,16.67%,8,50.00%,6,75.00%,,1,,,,,0.000,0.000,0.000,0.025,-0.321,0.000,0.000,0.000,3914,4,,,,1,33.33%,,,,,,,,,,,,,,,1,,,,,,3,25.00%,2,12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,,,,,,,2,,,,,1
30927,LIAM,MILLAR,MILLAR L.,27-09-1999,131470,86,1,,,,,2,29,2,6.90%,23,79.31%,,,,,28,,,1,7,,,,,,3,2,28.57%,2,2,100.00%,6,16,1,6.25%,6,37.50%,2,33.33%,8,133.33%,5,31.25%,1,20.00%,1,1,,,4,57.14%,0.110,0.000,0.115,0.000,0.017,-0.110,0.110,0.000,3914,,,,,5,83.33%,,,,,,,,,,,,,1,50.00%,,,,,,,,,1,6.25%,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,1,,,,,
36786,JONATHAN,OSORIO,OSORIO J.,12-06-1992,131470,10,,,,,,,1,,,1,100.00%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
45804,JACEN,RUSSELL-ROWE,RUSSELL-ROWE J.,13-09-2002,131470,10,,,,,,,3,,,1,33.33%,,,,,3,,,,2,,,,,,,2,100.00%,,,,,1,,,1,100.00%,,,,,1,100.00%,1,100.00%,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
51325,JACOB,SHAFFELBURG,SHAFFELBURG J.,26-11-1999,131470,37,1,1,100.00%,,,1,4,2,50.00%,3,75.00%,1,14.29%,,,7,1,14.29%,1,3,,,,,,,,,3,1,33.33%,1,7,,,3,42.86%,2,66.67%,3,100.00%,3,42.86%,2,66.67%,,,,,,,0.031,0.366,0.514,0.065,0.546,0.335,0.031,0.000,3914,,,,1,1,100.00%,,,,,,,,,,,1,100.00%,1,50.00%,1,1,100.00%,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,1,,,1,100.00%,
