Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaFuori,tiriDaFuori_PERC,passChiave,pass,passInArea,passInArea_PERC,passRiusciti,passRiusciti_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,passRicevuti,giochiPortiereRicevuti,thirdPass,perdePalla,recuperaPalla,dribbling,dribblingPositivo,dribblingPositivo_PERC,dribblingSub,duelli,duelliVinti,duelliVinti_PERC,duelliAerei,duelliAerei_PERC,duelliTackle,duelliTackle_PERC,duelliTackleVinti,duelliTackleVinti_PERC,tiroGol,tiroGol_PERC,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolPiede,tiroGolPiede_PERC,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,retiSub,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,rinvio,rinvioDalFondo,rinvioDalFondo_PERC,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,passChiaveRicevuti,passChiaveRicevuti_PERC,assist,cross,palleLaterali,triangolazione,triFatta,triFatta_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,falliFatti,falliSubiti,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,passRicevutiInArea,passRicevutiInArea_PERC,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,triChiusa,triChiusa_PERC,perdeMetaCampoProria,perdeMetaCampoProria_PERC,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,duelliAereiVinti,duelliAereiVinti_PERC,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,tiriDaArea,tiriDaArea_PERC,tiriDiTesta,tiriDiTesta_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,ammonizioni,tiriInPortaDaArea,tiriInPortaDaArea_PERC,interventoNegativo,espulsioni,passChiaveInArea,passChiaveInArea_PERC,assistInArea,assistInArea_PERC,crossRiusciti,crossRiusciti_PERC,parate,uscite,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriRigoreSubiti,lanci,passaggiPortiere,lanciPositivi,lanciPositivi_PERC,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvioMano,rinvioMano_PERC,rinvioPiede,rinvioPiede_PERC,parataMano,parataMano_PERC,retiSubGK,FxGoT,gkGP,traversoni,inFuorigioco,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiroGolArea,tiroGolArea_PERC,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,interventoPositivo,tiriDiRigore,tiriDiRigore_PERC,assistVincenti,assistVincenti_PERC,assistVincentiInArea,assistVincentiInArea_PERC,tiroGolRigore,tiroGolRigore_PERC
60230,NESTOR RAFAEL,GIMENEZ FLORENTIN,GIMENEZ N.,24-07-1997,131485,21,,,,,,,6,1,16.67%,5,83.33%,,,3,,,1,2,,,,1,3,1,33.33%,,,1,33.33%,1,100.00%,,,,,,,,,,,,,,,0.000,0.000,0.279,0.000,0.279,0.000,0.000,0.000,787,,,,1,1,1,1,100.00%,1,50.00%,,,1,100.00%,,,1,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60223,RODRIGO MARIO,MORINIGO ACOSTA,MORINIGO R.,07-10-1998,131485,99,,,,,,,24,,,19,79.17%,,,12,,,3,2,,,,,,,,,,,,,,,,,,,,,,4,,,8,5,62.50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,2,33.33%,2,7,9,4,57.14%,9,100.00%,2,25.00%,1,12.50%,2,100.00%,4,3.981,-0.019,,,,,,,,,,,,,,,,,
131294,ALEJANDRO SEBASTIAN,ROMERO GAMARRA,KAKU,11-01-1995,131485,21,,,,,,2,9,2,22.22%,9,100.00%,2,100.00%,8,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.327,0.048,0.327,0.000,0.000,0.000,787,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,2,200.00%,,,,,,,,,,,,1,50.00%,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43664,RAMON,SOSA ACOSTA,SOSA R.,31-08-1999,131485,16,,,,,,,1,,,1,100.00%,,,2,,,,,,,,2,3,1,33.33%,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,787,,,,,,1,,,,,,,1,100.00%,2,200.00%,1,,,,,,,,1,100.00%,,,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43831,GUSTAVO,VELAZQUEZ,VELAZQUEZ G.,17-04-1991,131485,99,1,,,,,,49,9,18.37%,31,63.27%,2,22.22%,37,1,,13,7,1,1,100.00%,7,17,13,76.47%,6,35.29%,3,17.65%,1,33.33%,,,,,,,,,4,,,,,,0.071,0.000,1.147,0.000,0.426,-0.071,0.071,0.000,787,3,8.11%,,2,3,,,,2,28.57%,,,7,53.85%,2,15.38%,,,1,14.29%,4,10.81%,1,100.00%,,,3,23.08%,2,28.57%,6,100.00%,2,15.38%,1,100.00%,1,100.00%,1,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
26474,MATHIAS,VILLASANTI,VILLASANTI M.,24-01-1997,131485,99,1,,,,,2,42,,,39,92.86%,,,37,,,1,3,1,1,100.00%,2,11,7,63.64%,1,9.09%,3,27.27%,1,33.33%,,,,,,,,,4,,,,,,0.337,0.000,0.129,0.000,0.234,-0.337,0.337,0.000,787,3,8.11%,,,,,,,2,66.67%,3,27.27%,2,28.57%,2,28.57%,2,3,,,1,2.70%,,,,,1,100.00%,,,,,2,200.00%,1,100.00%,,,1,33.33%,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7431,MARCOS,AOAS CORREA,MARQUINHOS,14-05-1994,131485,99,1,,,,,1,68,,,65,95.59%,,,58,7,,2,7,,,,1,8,6,75.00%,4,50.00%,2,25.00%,2,100.00%,,,,,,,,,1,,,,,,0.256,0.000,0.000,0.000,0.068,-0.256,0.256,0.000,243,1,1.72%,,,,,,,2,28.57%,1,12.50%,1,16.67%,,,,1,,,1,1.72%,,,,,1,50.00%,,,2,50.00%,,,1,100.00%,1,100.00%,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,DANILO LUIZ,DA SILVA,DANILO,15-07-1991,131485,99,,,,,,3,60,5,8.33%,47,78.33%,3,60.00%,41,4,,3,5,3,2,66.67%,2,8,5,62.50%,2,25.00%,1,12.50%,1,100.00%,,,,,,,,,1,,,,,,0.000,0.000,0.576,0.030,0.169,0.000,0.000,0.000,243,2,4.88%,1,1,2,,,,1,20.00%,,,1,20.00%,1,20.00%,,,,,1,2.44%,,,,,,,1,50.00%,1,50.00%,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
21572,RAPHAEL,DIAS BELLOLI,RAPHINHA,14-12-1996,131485,22,1,,,,,1,7,1,14.29%,5,71.43%,,,8,,,1,,1,1,100.00%,1,6,4,66.67%,,,2,33.33%,1,50.00%,,,,,,,,,,,,,,,0.081,0.000,0.319,0.048,0.254,-0.081,0.081,0.000,243,1,12.50%,1,,,,,,,,2,33.33%,3,75.00%,1,25.00%,,2,,,1,12.50%,,,,,1,100.00%,1,100.00%,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21435,GABRIEL,DOS SANTOS MAGALHAES,GABRIEL MAGALHAES,19-12-1997,131485,7,,,,,,,5,,,4,80.00%,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,243,,,,,,1,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58498,JOAO VICTOR,GOMES DA SILVA,JOAO GOMES,12-02-2001,131485,99,1,,,1,100.00%,3,56,1,1.79%,49,87.50%,,,47,1,,6,4,1,1,100.00%,4,14,6,42.86%,1,7.14%,4,28.57%,2,50.00%,,,,,,,,,1,,,,,,0.054,0.000,0.000,0.000,-0.124,-0.054,0.054,0.000,243,3,6.38%,,,,,,,1,25.00%,1,7.14%,2,33.33%,5,83.33%,3,1,1,25.00%,1,2.13%,,,,,3,50.00%,3,75.00%,1,100.00%,4,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23388,BRUNO,GUIMARAES RODRIGUEZ MOURA,GUIMARAES B.,16-11-1997,131485,78,2,,,2,100.00%,2,50,,,45,90.00%,,,41,,,4,5,2,1,50.00%,1,11,5,45.45%,,,3,27.27%,2,66.67%,,,,,,,,,1,,,,,,0.163,0.000,0.242,0.000,0.406,-0.163,0.163,0.000,243,1,2.44%,,,,,,,2,40.00%,1,9.09%,1,20.00%,2,40.00%,4,1,1,20.00%,,,,,,,1,25.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16927,ANDREAS HUGO,HOELGEBAUM PEREIRA,PEREIRA A.,01-01-1996,131485,15,,,,,,,5,2,40.00%,3,60.00%,,,3,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.184,0.000,0.184,0.000,0.000,0.000,243,1,33.33%,,,,,,,1,100.00%,,,,,,,1,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17393,EDER GABRIEL,MILITAO,MILITAO E.,18-01-1998,131485,92,,,,,,1,63,,,51,80.95%,,,46,5,,4,7,,,,1,12,7,58.33%,5,41.67%,4,33.33%,2,50.00%,,,,,,,,,1,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,243,,,,,,,,,1,14.29%,1,8.33%,1,14.29%,,,1,1,,,,,,,,,,,1,100.00%,4,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37123,SAVIO,MOREIRA DE OLIVEIRA,SAVIO,10-04-2004,131485,77,2,2,100.00%,,,1,19,1,5.26%,19,100.00%,1,100.00%,22,,1,2,1,6,1,16.67%,1,12,4,33.33%,,,4,33.33%,2,50.00%,1,50.00%,,,1,100.00%,,,1,,,,,,0.568,1.003,0.316,0.000,0.884,0.435,0.568,0.000,243,1,4.55%,,,,,,,1,100.00%,1,8.33%,2,50.00%,4,100.00%,,1,,,1,4.55%,,,,,1,50.00%,1,100.00%,,,2,100.00%,2,100.00%,,,,,,2,100.00%,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1,100.00%,1,100.00%,,,,,,,,,
65030,ENDRICK FELIPE,MOREIRA DE SOUSA,ENDRICK,21-07-2006,131485,15,,,,,,,,,,,,,,1,,,1,,1,,,,3,2,66.67%,,,1,33.33%,1,100.00%,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,243,,,,,,,,,,,1,33.33%,,,1,50.00%,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7683,WENDELL,NASCIMENTO BORGES,WENDELL,20-07-1993,131485,99,,,,,,1,47,2,4.26%,38,80.85%,,,34,,,4,8,2,1,50.00%,,10,5,50.00%,5,50.00%,2,20.00%,1,50.00%,,,,,,,,,1,,,,,,0.000,0.000,0.528,0.036,0.528,0.000,0.000,0.000,243,2,5.88%,1,1,2,,,,,,1,10.00%,,,1,20.00%,,1,,,1,2.94%,,,,,2,50.00%,,,2,40.00%,2,50.00%,,,,,1,50.00%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
16802,VINICIUS JOSE',PAIXAO DE OLIVEIRA JUNIOR,VINICIUS JUNIOR,12-07-2000,131485,99,3,2,66.67%,,,1,25,7,28.00%,16,64.00%,1,14.29%,38,,,11,,15,7,46.67%,,26,12,46.15%,,,10,38.46%,5,50.00%,2,66.67%,,,2,100.00%,,,1,,,,,,0.676,1.171,1.407,0.027,1.878,0.495,0.676,0.000,243,5,13.16%,1,6,6,,,,,,,,10,83.33%,13,108.33%,1,,,,2,5.26%,,,,,,,,,,,,,3,100.00%,,,1,20.00%,1,2,100.00%,,,,,,,1,16.67%,,,,,,,,,,,,,,,,,,,,,,,,1,33.33%,2,100.00%,1,50.00%,,,,,,,,,
58428,ALISSON,RAMSES BECKER,ALISSON,02-10-1992,131485,99,,,,,,1,30,,,30,100.00%,,,15,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,12,6,50.00%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,5,83.33%,,,18,,,18,100.00%,5,41.67%,1,8.33%,5,100.00%,1,2.292,1.292,,,,,,,,,1,,,,,,,,
20860,RODRYGO,SILVA DE GOES,RODRYGO,09-01-2001,131485,84,2,2,100.00%,1,50.00%,2,24,4,16.67%,19,79.17%,3,75.00%,28,,,8,,6,1,16.67%,,8,1,12.50%,,,2,25.00%,,,,,,,,,1,50.00%,1,,,,,,0.133,0.826,1.067,0.084,0.486,0.693,0.133,0.000,243,4,14.29%,2,,,,,,,,,,1,100.00%,7,700.00%,,,,,2,7.14%,,,,,,,,,,,,,1,50.00%,,,1,25.00%,,1,50.00%,,,1,50.00%,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50916,DOUGLAS LUIZ,SOARES DE PAULO,DOUGLAS LUIZ,09-05-1998,131485,21,,,,,,1,18,,,18,100.00%,,,17,1,,,,,,,1,2,1,50.00%,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,243,,,,,,1,,,,,,,1,100.00%,,,1,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17876,LUCAS,TOLENTINO COELHO DE LIMA,PAQUETA' L.,27-08-1997,131485,84,3,1,33.33%,1,33.33%,5,39,4,10.26%,31,79.49%,3,75.00%,36,,2,6,3,2,1,50.00%,3,19,7,36.84%,3,15.79%,8,42.11%,3,37.50%,1,33.33%,,,1,100.00%,,,1,,,,,,1.571,0.981,0.319,0.074,1.441,-0.590,0.060,0.000,243,2,5.56%,1,,,,,,,,1,5.26%,1,14.29%,2,28.57%,2,1,,,1,2.78%,,,,,1,16.67%,2,66.67%,1,33.33%,,,2,66.67%,,,,,1,1,100.00%,,,2,40.00%,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,2,66.67%,1,100.00%,1,100.00%,1,100.00%
