Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,pass,passRiusciti,passRiusciti_PERC,passRicevuti,passRicevutiInArea,passRicevutiInArea_PERC,perdePalla,dribblingSub,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,duelli,duelliVinti,duelliVinti_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliAerei,duelliAerei_PERC,duelliAereiVinti,duelliAereiVinti_PERC,duelliTackle,duelliTackle_PERC,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaFuori,tiriDaFuori_PERC,passChiave,passChiaveInArea,passChiaveInArea_PERC,passInArea,passInArea_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,passChiaveRicevuti,passChiaveRicevuti_PERC,assist,assistInArea,assistInArea_PERC,thirdPass,triangolazione,triChiusa,triChiusa_PERC,recuperaPalla,perdeMetaCampoProria,perdeMetaCampoProria_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,dribbling,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliTackleVinti,duelliTackleVinti_PERC,falliSubiti,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,interventoPositivo,retiSub,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,parate,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,lanci,passaggiPortiere,lanciPositivi,lanciPositivi_PERC,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvio,rinvioMano,rinvioMano_PERC,rinvioPiede,rinvioPiede_PERC,parataMano,parataMano_PERC,retiSubGK,rinvioDalFondo,rinvioDalFondo_PERC,FxGoT,gkGP,giochiPortiereRicevuti,assistVincenti,assistVincenti_PERC,cross,palleLaterali,triFatta,triFatta_PERC,falliFatti,golProcurati,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,tiriDaArea,tiriDaArea_PERC,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,dribblingPositivo,dribblingPositivo_PERC,tiroGol,tiroGol_PERC,tiroGolArea,tiroGolArea_PERC,tiroGolPiede,tiroGolPiede_PERC,tiriInPortaDaArea,tiriInPortaDaArea_PERC,golSviluppoCorner,golSviluppoCorner_PERC,tiriDiRigore,tiriDiRigore_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,tiroGolRigore,tiroGolRigore_PERC,traversoni,cutBack,inFuorigioco,tiriDiTesta,tiriDiTesta_PERC,traversoniRiusciti,traversoniRiusciti_PERC,ammonizioni,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,crossRiusciti,crossRiusciti_PERC,cutBackRiusciti,cutBackRiusciti_PERC,interventoNegativo,autogol,uscite,tiriRigoreSubiti
12817,DEMARAI,GRAY,GRAY D.,28-06-1996,131480,51,8,6,75.00%,11,1,9.09%,5,1,1,100.00%,7,3,42.86%,3,100.00%,3,100.00%,,,,,4,57.14%,0.000,0.000,0.262,0.000,0.262,0.000,0.000,0.000,820,,,,,,,,,2,25.00%,1,50.00%,,,,,,,,,,1,1,20.00%,1,100.00%,2,,,1,25.00%,,,,,1,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,100.00%,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,100.00%,,,,
98295,MICHAEL ANTHONY JAMES,HECTOR,HECTOR M.,19-07-1992,131480,51,33,30,90.91%,23,1,4.35%,3,1,,,7,4,57.14%,,,1,25.00%,1,14.29%,1,100.00%,4,57.14%,0.000,0.000,0.611,0.000,0.391,0.000,0.000,0.000,820,,,,,,1,,,2,6.06%,1,50.00%,,,,,,,,,,6,1,33.33%,1,16.67%,,,,2,50.00%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
98296,JOEL OWEN,LATIBEAUDIERE,LATIBEAUDIERE J.,06-01-2000,131480,89,32,28,87.50%,24,,,6,5,3,60.00%,22,9,40.91%,2,22.22%,7,77.78%,4,18.18%,1,25.00%,6,27.27%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,820,,,,,,1,,,1,3.13%,,,,,,,,,,,,5,2,33.33%,1,20.00%,1,3,13.64%,3,50.00%,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
98284,GREGORY ALEX,LEIGH,LEIGH G.,30-09-1994,131480,102,22,18,81.82%,10,,,1,2,1,50.00%,11,5,45.45%,1,20.00%,,,3,27.27%,1,33.33%,5,45.45%,0.000,0.000,1.036,0.019,1.036,0.000,0.000,0.000,820,,,,,,1,1,100.00%,4,18.18%,3,75.00%,,,1,1,100.00%,,,,,3,1,100.00%,1,33.33%,,,,3,60.00%,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
81731,DEXTER JOENG WOO,LEMBIKISA,LEMBIKISA D.,04-11-2003,131480,94,32,22,68.75%,27,2,7.41%,8,1,1,100.00%,11,3,27.27%,3,100.00%,2,66.67%,2,18.18%,2,100.00%,3,27.27%,0.067,0.064,0.537,0.000,0.604,-0.003,0.067,0.000,820,1,1,100.00%,,,1,,,5,15.63%,,,2,7.41%,,,,,,,,3,2,25.00%,,,3,1,9.09%,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,4,,,1,,2,25.00%,1,100.00%,,,,,,,,,,,1,100.00%,,,,,1,50.00%,,,,,,,,,,,,,,,,,,,1,,,
51308,DAMION,LOWE,LOWE D.,05-05-1993,131480,51,11,7,63.64%,8,1,12.50%,3,5,1,20.00%,13,5,38.46%,1,20.00%,4,80.00%,2,15.38%,,,3,23.08%,0.000,0.000,0.000,0.000,-0.190,0.000,0.000,0.000,820,,,,,,1,,,,,,,,,,,,1,,,,5,3,100.00%,3,60.00%,2,,,1,33.33%,,,,,2,2,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,66.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31131,SHAMAR AMARO,NICHOLSON,NICHOLSON S.,16-03-1997,131480,89,7,6,85.71%,12,2,16.67%,4,1,1,100.00%,10,5,50.00%,3,60.00%,3,60.00%,3,30.00%,1,33.33%,4,40.00%,0.273,0.736,0.420,0.000,-0.532,0.462,0.273,0.000,820,2,2,100.00%,,,,,,2,28.57%,1,50.00%,2,16.67%,,,,,,,,,1,25.00%,,,1,,,3,75.00%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,100.00%,,,1,100.00%,,,,,,,2,100.00%,,,,,1,50.00%,,,,,,1,50.00%,,,,,,,,,,,,,,,
14171,KASEY REMEL,PALMER,PALMER K.,09-11-1996,131480,102,29,19,65.52%,25,2,8.00%,6,1,1,100.00%,19,13,68.42%,5,38.46%,5,38.46%,2,10.53%,,,12,63.16%,0.000,0.000,1.319,0.065,0.946,0.000,0.000,0.000,820,,,,,,2,1,50.00%,8,27.59%,3,37.50%,3,12.00%,2,1,50.00%,,,,,3,3,50.00%,2,66.67%,2,2,10.53%,9,75.00%,2,,,,3,1,33.33%,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,2,100.00%,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,
58385,ETHAN RUPERT,PINNOCK,PINNOCK E.,29-05-1993,131480,102,62,56,90.32%,44,1,2.27%,3,,,,6,4,66.67%,,,,,3,50.00%,2,66.67%,3,50.00%,0.412,0.670,1.207,0.000,1.395,0.257,0.412,0.000,820,1,1,100.00%,,,1,,,6,9.68%,2,33.33%,1,2.27%,,,,,,,,6,,,,,,,,2,66.67%,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2,,,,1,,,1,100.00%,,,,,,,,,,,1,100.00%,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,
98290,JAHMALI DANTE,WAITE,WAITE J.,24-12-1998,131480,102,34,31,91.18%,20,,,5,,,,,,,,,,,,,,,,,0.000,0.000,0.719,0.000,0.719,0.000,0.000,0.000,820,,,,,,,,,,,,,,,,,,,,,,8,2,40.00%,,,,,,,,,,,,3,,,1,3,1,33.33%,7,12,5,71.43%,11,91.67%,15,9,60.00%,1,6.67%,1,100.00%,3,5,33.33%,3.248,0.248,,,,,,,,,,4,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
