Player ID,First Name,Last Name,Known Name,Born Date,Fixture ID,playTime,passChiave,pass,passInArea,passInArea_PERC,passRiusciti,passRiusciti_PERC,passInAreaRiusciti,passInAreaRiusciti_PERC,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passRicevuti,passRicevutiInArea,passRicevutiInArea_PERC,assist,cross,crossRiusciti,crossRiusciti_PERC,palleLaterali,perdePalla,duelli,duelliVinti,duelliVinti_PERC,duelliTackle,duelliTackle_PERC,duelliTackleVinti,duelliTackleVinti_PERC,ammonizioni,xG,xGoT,xA,xAe,xOvA,shotQuality,np_xG,op_xG,Team ID,triangolazione,triFatta,triFatta_PERC,recuperaPalla,perdeMetaCampoProria,perdeMetaCampoProria_PERC,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,dribbling,dribblingPositivo,dribblingPositivo_PERC,dribblingSub,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,falliFatti,falliSubiti,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,tiri,tiriInPorta,tiriInPorta_PERC,tiriDaArea,tiriDaArea_PERC,duelliAerei,duelliAerei_PERC,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriDiTesta,tiriDiTesta_PERC,duelliAereiVinti,duelliAereiVinti_PERC,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,parate,uscite,tiriInPortaSubitiPortiere,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,lanci,passaggiPortiere,passaggiPortierePositivi,passaggiPortierePositivi_PERC,rinvio,rinvioMano,rinvioMano_PERC,rinvioPiede,rinvioPiede_PERC,parataMano,parataMano_PERC,rinvioDalFondo,rinvioDalFondo_PERC,FxGoT,gkGP,tiriDaFuori,tiriDaFuori_PERC,passChiaveInArea,passChiaveInArea_PERC,assistInArea,assistInArea_PERC,cutBack,triChiusa,triChiusa_PERC,giochiPortiereRicevuti,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,inFuorigioco,lanciPositivi,lanciPositivi_PERC,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,cutBackRiusciti,cutBackRiusciti_PERC
45372,JULIAN,QUINONES,QUINONES J.,24-03-1997,131489,86,2,30,9,30.00%,22,73.33%,5,55.56%,3,10.00%,,,30,1,3.33%,2,6,4,66.67%,7,5,9,4,44.44%,1,11.11%,,,,0.066,0.526,1.639,0.111,1.705,0.460,0.066,0.000,245,2,1,50.00%,3,2,40.00%,,,4,2,50.00%,,,,2,22.22%,2,50.00%,3,75.00%,,2,,,,,2,2,100.00%,,,2,22.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100.00%,2,100.00%,2,100.00%,,1,50.00%,,2,100.00%,1,,,,,,
33525,LUIS,ROMO,ROMO L.,05-06-1995,131489,86,9,56,3,5.36%,46,82.14%,2,66.67%,3,7.50%,,,40,1,2.50%,4,,,,,5,17,11,64.71%,3,17.65%,3,100.00%,,0.118,0.047,0.357,0.174,0.358,-0.071,0.118,0.000,245,1,,,11,2,40.00%,3,27.27%,1,,,4,1,25.00%,2,11.76%,4,36.36%,2,18.18%,2,2,,,,,2,1,50.00%,,,5,29.41%,,,,,3,60.00%,,,,,,,,,,,,,,,,,,,,,,,2,100.00%,1,11.11%,,,,1,100.00%,1,1,100.00%,,,,,,,
33524,ERICK,SANCHEZ,SANCHEZ E.,27-09-1999,131489,15,,9,1,11.11%,7,77.78%,,,,,,,6,,,,,,,,,3,3,100.00%,1,33.33%,1,100.00%,,0.000,0.000,0.152,0.000,0.152,0.000,0.000,0.000,245,,,,1,,,,,,,,1,,,1,33.33%,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
33521,JORGE,SANCHEZ,SANCHEZ J.,10-12-1997,131489,101,1,47,8,17.02%,31,65.96%,4,50.00%,,,,,27,1,3.70%,,2,1,50.00%,3,7,17,7,41.18%,10,58.82%,5,50.00%,1,0.039,0.000,0.912,0.000,0.616,-0.039,0.039,0.000,245,,,,4,1,14.29%,,,1,,,1,,,,,2,28.57%,5,71.43%,2,,,,,,1,,,,,3,17.65%,,,,,1,33.33%,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1,100.00%,,,1,,,1,,,,,,,,,
26673,JOHAN,VASQUEZ,VASQUEZ J.,22-10-1998,131489,101,2,67,3,4.48%,52,77.61%,,,1,2.22%,,,45,,,1,,,,,6,19,10,52.63%,2,10.53%,2,100.00%,1,0.038,0.045,0.512,0.049,0.551,0.006,0.038,0.000,245,,,,9,2,33.33%,1,11.11%,2,1,50.00%,4,2,50.00%,,,2,20.00%,4,40.00%,4,,1,11.11%,2,33.33%,1,1,100.00%,,,7,36.84%,,,,,5,71.43%,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,7,1,100.00%,,,,,,,
33528,ALEXIS,VEGA,VEGA A.,25-11-1997,131489,10,,5,1,20.00%,4,80.00%,1,100.00%,,,,,2,,,,,,,,1,,,,,,,,,0.000,0.000,0.316,0.000,0.316,0.000,0.000,0.000,245,,,,1,1,100.00%,1,100.00%,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30956,JORDY,CAICEDO,CAICEDO J.,18-11-1997,131489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32674,MOISES,CAICEDO,CAICEDO M.,02-11-2001,131489,101,2,48,5,10.42%,38,79.17%,2,40.00%,3,8.82%,,,34,1,2.94%,1,,,,,7,16,10,62.50%,4,25.00%,2,50.00%,1,0.050,0.099,1.006,0.048,0.955,0.050,0.050,0.000,419,1,1,100.00%,7,3,42.86%,,,3,2,66.67%,2,,,3,18.75%,4,40.00%,3,30.00%,3,3,,,4,57.14%,1,1,100.00%,,,1,6.25%,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,1,100.00%,,,,,,,
11348,ALEXANDER,DOMINGUEZ,DOMINGUEZ A.,05-06-1987,131489,101,,29,,,14,48.28%,,,,,,,9,,,,,,,,11,1,1,100.00%,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,1,100.00%,,,4,2,4,4,100.00%,7,5,5,100.00%,17,1,5.88%,7,41.18%,4,100.00%,9,52.94%,2.165,2.165,,,,,,,,,,,,,,1,14.29%,,,,
32673,ALAN,FRANCO,FRANCO A.,21-08-1998,131489,101,,29,1,3.45%,24,82.76%,,,1,4.55%,,,22,1,4.55%,,1,,,1,3,9,4,44.44%,1,11.11%,,,,0.000,0.000,0.313,0.000,0.313,0.000,0.000,0.000,419,,,,4,1,33.33%,,,3,2,66.67%,1,,,1,11.11%,,,3,75.00%,1,1,,,,,,,,,,2,22.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252,CARLOS,GRUEZO,GRUEZO C.,19-04-1995,131489,24,,6,,,3,50.00%,,,,,,,3,,,,,,,,1,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30855,PIERO,HINCAPIE',HINCAPIE' P.,09-01-2002,131489,101,2,47,2,4.26%,31,65.96%,2,100.00%,,,,,26,,,,,,,,8,10,5,50.00%,4,40.00%,3,75.00%,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,6,4,50.00%,2,33.33%,1,,,,,,1,10.00%,3,60.00%,2,40.00%,2,1,1,16.67%,2,25.00%,,,,,,2,20.00%,,,,,1,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,,,,,,,,,,,,,,,
48518,JOSE' ANDRES,HURTADO CHEME,HURTADO J. A.,23-12-2001,131489,10,,3,,,3,100.00%,,,,,,,1,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,1,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486,ANGEL,MENA,MENA A.,21-01-1988,131489,25,1,5,,,5,100.00%,,,,,,,5,,,,,,,,2,5,3,60.00%,2,40.00%,1,50.00%,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,2,1,50.00%,1,50.00%,1,1,100.00%,,,,1,20.00%,3,100.00%,1,33.33%,1,1,1,50.00%,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57354,ALAN STEVE,MINDA GARCIA,MINDA A.,14-05-2003,131489,34,1,7,1,14.29%,5,71.43%,,,1,11.11%,,,9,1,11.11%,1,,,,,3,11,4,36.36%,6,54.55%,3,50.00%,,0.000,0.000,0.161,0.042,-0.039,0.000,0.000,0.000,419,,,,1,,,,,3,,,,,,1,9.09%,2,50.00%,6,150.00%,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36812,WILLIAN JOEL,PACHO TENORIO,PACHO W.,16-10-2001,131489,101,2,43,2,4.65%,29,67.44%,,,,,,,23,,,,,,,,2,9,4,44.44%,2,22.22%,2,100.00%,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,419,,,,8,1,50.00%,1,12.50%,,,,2,1,50.00%,1,11.11%,1,25.00%,1,25.00%,1,1,,,,,,,,,,3,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
61155,RAY KENDRY,PAEZ ANDRADE,PAEZ K.,04-05-2007,131489,67,1,20,1,5.00%,13,65.00%,1,100.00%,1,5.56%,,,18,,,,,,,,5,12,7,58.33%,5,41.67%,3,60.00%,,0.068,0.356,0.105,0.000,0.173,0.288,0.068,0.000,419,,,,2,2,40.00%,1,50.00%,1,1,100.00%,2,2,100.00%,2,16.67%,4,57.14%,2,28.57%,1,2,1,50.00%,,,2,2,100.00%,,,1,8.33%,,,,,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,2,100.00%,1,100.00%,,,,,,,2,100.00%,,,,,,,
30362,ANGELO,PRECIADO,PRECIADO AN.,18-02-1998,131489,91,2,41,4,9.76%,25,60.98%,1,25.00%,2,11.76%,,,17,,,1,3,1,33.33%,3,4,13,8,61.54%,5,38.46%,3,60.00%,,0.000,0.000,0.543,0.052,0.299,0.000,0.000,0.000,419,1,,,9,2,50.00%,4,44.44%,2,1,50.00%,3,1,33.33%,,,3,37.50%,2,25.00%,1,,,,4,100.00%,,,,,,2,15.38%,,,,,2,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,1,50.00%,1,100.00%,,1,100.00%,1,,,,,,,,,
36817,KEVIN,RODRIGUEZ,RODRIGUEZ K.,04-03-2000,131489,77,,9,4,44.44%,6,66.67%,2,50.00%,2,15.38%,1,50.00%,13,1,7.69%,,,,,1,7,19,6,31.58%,6,31.58%,1,16.67%,,0.000,0.000,0.133,0.000,0.133,0.000,0.000,0.000,419,,,,1,,,1,100.00%,1,1,100.00%,2,2,100.00%,3,15.79%,5,83.33%,9,150.00%,1,3,1,100.00%,,,,,,,,6,31.58%,,,,,1,16.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,100.00%,,
32693,JEREMY,SARMIENTO,SARMIENTO J.,16-06-2002,131489,76,1,12,,,10,83.33%,,,2,11.76%,1,50.00%,17,1,5.88%,,,,,,5,15,5,33.33%,6,40.00%,2,33.33%,,0.000,0.000,0.000,0.000,-0.278,0.000,0.000,0.000,419,,,,1,,,1,100.00%,3,,,4,2,50.00%,1,6.67%,2,40.00%,7,140.00%,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,
36811,FELIX,TORRES,TORRES F.,11-01-1997,131489,101,4,32,2,6.25%,26,81.25%,1,50.00%,1,4.35%,1,100.00%,23,2,8.70%,,1,,,1,4,17,9,52.94%,2,11.76%,2,100.00%,,0.098,0.000,0.256,0.000,0.141,-0.098,0.098,0.000,419,,,,6,1,25.00%,1,16.67%,,,,4,1,25.00%,,,2,22.22%,,,,,1,16.67%,2,50.00%,1,,,1,100.00%,11,64.71%,,,1,100.00%,4,36.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
11255,ENNER,VALENCIA,VALENCIA E.,04-11-1989,131489,101,2,11,4,36.36%,6,54.55%,1,25.00%,5,27.78%,1,20.00%,18,3,16.67%,1,3,,,4,6,16,4,25.00%,2,12.50%,,,,0.160,0.101,0.811,0.030,0.733,-0.059,0.160,0.000,419,,,,1,1,16.67%,1,100.00%,4,2,50.00%,,,,1,6.25%,4,100.00%,11,275.00%,,1,,,,,3,2,66.67%,,,9,56.25%,,,,,1,11.11%,,,,,,,,,,,,,,,,,,,,,,,3,100.00%,1,50.00%,1,100.00%,1,,,,2,100.00%,1,,,,,1,100.00%
