Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,passChiave,passChiave_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,assist,assist_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,perdePalla,perdePalla_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,duelli,duelli_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,interventoPositivo,interventoPositivo_MEAN,retiSub,retiSub_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,thirdPass,thirdPass_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,palleLaterali,palleLaterali_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,falliSubiti,falliSubiti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,ammonizioni,ammonizioni_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,interventoNegativo,interventoNegativo_MEAN,autogol,autogol_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,golProcurati,golProcurati_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoRimessa,golSviluppoRimessa_PERC,golSviluppoRimessa_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN
43099,GIORGI,GVELESIANI,GVELESIANI G.,05-05-1991,2023,173,58,,,,,,40,13.33,,,,29,72.50%,9.67,,,,28,9.33,,,,,,,,,,,7,2.33,5,1.67,6,85.71%,2.00,,,,,,,,,6,2.00,2,33.33%,0.67,7,2.33,5,71.43%,1.67,,,,1,20.00%,0.33,1,14.29%,0.33,1,100.00%,0.33,,,,,,,,,,,3,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28.57%,0.67,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27391,OTAR,KAKABADZE,KAKABADZE O.,27-06-1995,2023,392,98,9,2.25,2,22.22%,0.50,170,42.50,12,7.06%,3.00,130,76.47%,32.50,7,58.33%,1.75,125,31.25,1,0.80%,0.25,3,0.75,2,0.50,2,100.00%,0.50,37,9.25,20,5.00,16,43.24%,4.00,1,5.00%,0.25,11,2.75,4,36.36%,1.00,18,4.50,8,44.44%,2.00,67,16.75,32,47.76%,8.00,6,18.75%,1.50,19,59.38%,4.75,15,22.39%,3.75,5,33.33%,1.25,16,23.88%,4.00,9,56.25%,2.25,3,0.75,,,8,2.00,0.042,0.011,0.443,0.111,1.621,0.405,0.089,0.022,1.394,0.349,0.401,0.100,0.042,0.011,0.000,0.000,1,0.25,1,100.00%,0.25,,,,1,100.00%,0.25,2,1.60%,0.50,,,,,,,,,4,1.00,2,0.50,1,50.00%,0.25,,,,7,1.75,4,5.97%,1.00,4,1.00,,,1,100.00%,0.25,2,50.00%,0.50,4,1.00,2,50.00%,0.50,2,50.00%,0.50,,,,1,5.00%,0.25,14,37.84%,3.50,1,33.33%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,1,0.25,1,100.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,GURAM,KASHIA,KASHIA G.,04-07-1987,2023,392,98,1,0.25,1,100.00%,0.25,125,31.25,1,0.80%,0.25,107,85.60%,26.75,1,100.00%,0.25,79,19.75,2,2.53%,0.50,6,1.50,,,,,,7,1.75,22,5.50,3,42.86%,0.75,1,4.55%,0.25,1,0.25,1,100.00%,0.25,7,1.75,3,42.86%,0.75,44,11.00,30,68.18%,7.50,2,6.67%,0.50,4,13.33%,1.00,18,40.91%,4.50,11,61.11%,2.75,15,34.09%,3.75,13,86.67%,3.25,2,0.50,,,8,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.342,-0.086,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.27%,0.25,1,0.25,,,,,,,,,,,,,,,,,,,,,,,2,28.57%,0.50,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.50,,,,,,,,,,,,,,,2,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37089,OTAR,KITEISHVILI,KITEISHVILI O.,26-03-1996,2023,137,68,3,1.50,1,33.33%,0.50,51,25.50,1,1.96%,0.50,45,88.24%,22.50,1,100.00%,0.50,34,17.00,,,,,,1,0.50,,,,4,2.00,9,4.50,3,75.00%,1.50,1,11.11%,0.50,1,0.50,,,,8,4.00,5,62.50%,2.50,19,9.50,12,63.16%,6.00,2,16.67%,1.00,2,16.67%,1.00,1,5.26%,0.50,1,100.00%,0.50,8,42.11%,4.00,8,100.00%,4.00,1,0.50,,,1,0.50,0.000,0.000,0.000,0.000,0.000,0.000,0.057,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.50,2,66.67%,1.00,1,33.33%,0.50,,,,,,,2,50.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53252,GIORGI,KOCHORASHVILI,KOCHORASHVILI G.,29-06-1999,2023,392,98,11,2.75,1,9.09%,0.25,179,44.75,2,1.12%,0.50,166,92.74%,41.50,1,50.00%,0.25,159,39.75,1,0.63%,0.25,2,0.50,1,0.25,1,100.00%,0.25,12,3.00,22,5.50,4,33.33%,1.00,2,9.09%,0.50,8,2.00,7,87.50%,1.75,7,1.75,2,28.57%,0.50,65,16.25,40,61.54%,10.00,9,22.50%,2.25,14,35.00%,3.50,11,16.92%,2.75,5,45.45%,1.25,22,33.85%,5.50,13,59.09%,3.25,7,1.75,,,8,2.00,0.419,0.105,0.431,0.108,0.538,0.135,0.042,0.011,0.560,0.140,0.012,0.003,0.419,0.105,0.000,0.000,4,1.00,2,50.00%,0.50,1,25.00%,0.25,3,75.00%,0.75,6,3.77%,1.50,1,100.00%,0.25,1,100.00%,0.25,,,1,0.25,,,,,,,,,1,0.25,10,15.38%,2.50,10,2.50,,,2,100.00%,0.50,1,100.00%,0.25,7,1.75,3,42.86%,0.75,4,57.14%,1.00,,,,2,9.09%,0.50,6,50.00%,1.50,,,,,,,,,,,,,1,0.25,1,16.67%,0.25,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31347,KHVICHA,KVARATSKHELIA,KVARATSKHELIA K.,12-02-2001,2023,365,91,7,1.75,2,28.57%,0.50,88,22.00,18,20.45%,4.50,74,84.09%,18.50,10,55.56%,2.50,105,26.25,5,4.76%,1.25,2,0.50,6,1.50,1,16.67%,0.25,29,7.25,12,3.00,7,24.14%,1.75,1,8.33%,0.25,25,6.25,14,56.00%,3.50,4,1.00,4,100.00%,1.00,81,20.25,36,44.44%,9.00,11,30.56%,2.75,29,80.56%,7.25,10,12.35%,2.50,3,30.00%,0.75,31,38.27%,7.75,9,29.03%,2.25,1,0.25,,,8,2.00,0.749,0.187,1.087,0.272,3.031,0.758,0.275,0.069,2.541,0.635,0.338,0.085,0.749,0.187,0.332,0.083,7,1.75,2,28.57%,0.50,4,57.14%,1.00,3,42.86%,0.75,17,16.19%,4.25,,,,,,,,,4,1.00,,,,,,,,,4,1.00,10,12.35%,2.50,10,2.50,,,,,,4,100.00%,1.00,,,,,,,,,2,100.00%,0.50,1,8.33%,0.25,8,27.59%,2.00,,,,1,14.29%,0.25,1,100.00%,0.25,1,100.00%,0.25,,,3,17.65%,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098,NIKA,KVEKVESKIRI,KVEKVESKIRI N.,29-05-1992,2023,15,15,,,,,,15,15.00,,,,13,86.67%,13.00,,,,16,16.00,,,,,,,,,,,2,2.00,,,1,50.00%,1.00,,,,,,,,,1,1.00,1,100.00%,1.00,4,4.00,1,25.00%,1.00,,,,,,,1,25.00%,1.00,,,,2,50.00%,2.00,1,50.00%,1.00,,,,,1,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13180,GIORGI,KVILITAIA,KVILITAIA G.,01-10-1993,2023,8,8,,,,,,2,2.00,,,,2,100.00%,2.00,,,,5,5.00,,,,,,,,,,,4,4.00,,,1,25.00%,1.00,,,,,,,,,,,,,,5,5.00,1,20.00%,1.00,1,100.00%,1.00,3,300.00%,3.00,3,60.00%,3.00,1,33.33%,1.00,1,20.00%,1.00,,,,1,1.00,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,20.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23029,SOLOMON,KVIRKVELIA,KVIRKVELIA S.,06-02-1992,2023,190,63,4,1.33,,,,67,22.33,1,1.49%,0.33,57,85.07%,19.00,,,,46,15.33,,,,,,,,,,,5,1.67,12,4.00,1,20.00%,0.33,4,33.33%,1.33,,,,,,1,0.33,,,,19,6.33,13,68.42%,4.33,3,23.08%,1.00,1,7.69%,0.33,9,47.37%,3.00,5,55.56%,1.67,7,36.84%,2.33,6,85.71%,2.00,1,0.33,,,3,1.00,0.000,0.000,0.000,0.000,0.119,0.040,0.000,0.000,0.119,0.040,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.26%,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,2,40.00%,0.67,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36273,SABA,LOBJANIDZE,LOBJANIDZE S.,18-12-1994,2023,14,14,,,,,,2,2.00,1,50.00%,1.00,,,,,,,2,2.00,1,50.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,1,100.00%,1.00,,,,,,,,,,,,,1,100.00%,1.00,1,100.00%,1.00,,,,,,,0.180,0.180,0.000,0.000,0.000,0.000,0.000,0.000,-0.086,-0.086,-0.180,-0.180,0.180,0.180,0.000,0.000,1,1.00,,,,1,100.00%,1.00,,,,1,50.00%,1.00,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25367,LUKA,LOCHOSHVILI,LOCHOSHVILI L.,29-05-1998,2023,188,47,1,0.25,,,,53,13.25,3,5.66%,0.75,38,71.70%,9.50,,,,34,8.50,2,5.88%,0.50,,,,,,,,13,3.25,13,3.25,5,38.46%,1.25,3,23.08%,0.75,,,,,,5,1.25,1,20.00%,0.25,19,4.75,13,68.42%,3.25,4,30.77%,1.00,5,38.46%,1.25,4,21.05%,1.00,2,50.00%,0.50,6,31.58%,1.50,4,66.67%,1.00,1,0.25,,,3,0.75,0.000,0.000,0.000,0.000,0.947,0.237,0.000,0.000,0.537,0.134,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,2.94%,0.25,,,,,,,,,2,0.50,,,,,,,,,3,0.75,3,15.79%,0.75,3,0.75,,,,,,,,,1,0.25,1,100.00%,0.25,,,,,,,2,15.38%,0.50,4,30.77%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42387,GIORGI,MAMARDASHVILI,MAMARDASHVILI G.,29-09-2000,2023,392,98,,,,,,108,27.00,1,0.93%,0.25,77,71.30%,19.25,,,,28,7.00,,,,,,,,,,,20,5.00,8,2.00,4,20.00%,1.00,,,,,,,,,,,,,,6,1.50,6,100.00%,1.50,,,,,,,5,83.33%,1.25,5,100.00%,1.25,,,,,,,,,4,1.00,8,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.67%,0.25,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,7.75,16,4.00,40,10.00,31,77.50%,7.75,17,4.25,16,4.00,7,41.18%,1.75,15,93.75%,3.75,75,18.75,17,22.67%,4.25,24,32.00%,6.00,28,90.32%,7.00,2,6.45%,0.50,8,2.00,34,45.33%,8.50,18.768,4.692,10.768,2.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42398,ANZOR,MEKVABISHVILI,MEKVABISHVILI A.,05-06-2001,2023,204,68,7,2.33,,,,90,30.00,3,3.33%,1.00,74,82.22%,24.67,,,,82,27.33,1,1.22%,0.33,1,0.33,,,,,,9,3.00,6,2.00,5,55.56%,1.67,1,16.67%,0.33,,,,,,2,0.67,1,50.00%,0.33,16,5.33,8,50.00%,2.67,1,12.50%,0.33,4,50.00%,1.33,3,18.75%,1.00,,,,8,50.00%,2.67,6,75.00%,2.00,2,0.67,,,3,1.00,0.225,0.075,0.537,0.179,0.742,0.247,0.000,0.000,0.692,0.231,0.313,0.104,0.225,0.075,0.000,0.000,2,0.67,1,50.00%,0.33,1,50.00%,0.33,1,50.00%,0.33,4,4.88%,1.33,,,,,,,,,2,0.67,,,,,,,,,2,0.67,1,6.25%,0.33,1,0.33,,,1,100.00%,0.33,,,,3,1.00,1,33.33%,0.33,2,66.67%,0.67,,,,,,,4,44.44%,1.33,,,,,,,,,,,,,2,0.67,1,25.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27393,GEORGES,MIKAUTADZE,MIKAUTADZE G.,31-10-2000,2023,369,92,6,1.50,2,33.33%,0.50,68,17.00,5,7.35%,1.25,55,80.88%,13.75,4,80.00%,1.00,102,25.50,10,9.80%,2.50,1,0.25,5,1.25,2,40.00%,0.50,38,9.50,5,1.25,12,31.58%,3.00,1,20.00%,0.25,14,3.50,6,42.86%,1.50,5,1.25,3,60.00%,0.75,71,17.75,23,32.39%,5.75,9,39.13%,2.25,29,126.09%,7.25,15,21.13%,3.75,2,13.33%,0.50,29,40.85%,7.25,6,20.69%,1.50,1,0.25,,,7,1.75,3.011,0.753,3.278,0.820,1.365,0.341,0.188,0.047,3.221,0.805,0.268,0.067,1.499,0.375,0.000,0.000,7,1.75,4,57.14%,1.00,6,85.71%,1.50,1,14.29%,0.25,15,14.71%,3.75,1,20.00%,0.25,,,,,,3,0.75,,,,,,,,,3,0.75,7,9.86%,1.75,7,1.75,1,0.25,,,,2,66.67%,0.50,7,1.75,2,28.57%,0.50,5,71.43%,1.25,4,100.00%,1.00,,,,14,36.84%,3.50,1,100.00%,0.25,3,42.86%,0.75,3,100.00%,0.75,3,100.00%,0.75,,,4,26.67%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28.57%,0.50,2,66.67%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39056,GEORGIY,TSITAISHVILI,TSITAISHVILI G.,18-11-2000,2023,203,51,1,0.25,1,100.00%,0.25,67,16.75,13,19.40%,3.25,50,74.63%,12.50,3,23.08%,0.75,67,16.75,3,4.48%,0.75,2,0.50,1,0.25,1,100.00%,0.25,21,5.25,6,1.50,9,42.86%,2.25,1,16.67%,0.25,7,1.75,2,28.57%,0.50,3,0.75,1,33.33%,0.25,26,6.50,15,57.69%,3.75,1,6.67%,0.25,7,46.67%,1.75,3,11.54%,0.75,2,66.67%,0.50,9,34.62%,2.25,6,66.67%,1.50,1,0.25,,,5,1.25,0.245,0.061,0.718,0.180,1.724,0.431,0.037,0.009,1.715,0.429,0.473,0.118,0.245,0.061,0.000,0.000,3,0.75,2,66.67%,0.50,3,100.00%,0.75,,,,4,5.97%,1.00,,,,,,,,,10,2.50,1,0.25,,,,,,,11,2.75,3,11.54%,0.75,3,0.75,,,,,,2,20.00%,0.50,3,0.75,3,100.00%,0.75,,,,2,100.00%,0.50,1,16.67%,0.25,12,57.14%,3.00,2,100.00%,0.50,,,,,,,,,,,,1,25.00%,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45955,BUDU,ZIVZIVADZE,ZIVZIVADZE B.,10-03-1994,2023,29,14,,,,,,3,1.50,,,,3,100.00%,1.50,,,,7,3.50,3,42.86%,1.50,,,,,,,,2,1.00,,,,,,,,,,,,,,,,,,,4,2.00,1,25.00%,0.50,1,100.00%,0.50,3,300.00%,1.50,2,50.00%,1.00,,,,2,50.00%,1.00,1,50.00%,0.50,,,,,2,1.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.419,-0.210,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,14.29%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30865,ROBERT,ANDRICH,ANDRICH R.,22-09-1994,2023,341,68,22,4.40,1,4.55%,0.20,243,48.60,5,2.06%,1.00,221,90.95%,44.20,3,60.00%,0.60,197,39.40,3,1.52%,0.60,2,0.40,3,0.60,,,,11,2.20,36,7.20,2,18.18%,0.40,16,44.44%,3.20,,,,,,7,1.40,4,57.14%,0.80,62,12.40,32,51.61%,6.40,6,18.75%,1.20,15,46.88%,3.00,17,27.42%,3.40,8,47.06%,1.60,25,40.32%,5.00,18,72.00%,3.60,10,2.00,,,3,0.60,0.615,0.123,1.016,0.203,0.712,0.142,0.133,0.027,-0.108,-0.022,0.401,0.080,0.615,0.123,0.121,0.024,7,1.40,3,42.86%,0.60,2,28.57%,0.40,5,71.43%,1.00,8,4.06%,1.60,,,,,,,,,1,0.20,,,,,,,,,1,0.20,3,4.84%,0.60,3,0.60,,,1,33.33%,0.20,1,100.00%,0.20,3,0.60,1,33.33%,0.20,2,66.67%,0.40,2,66.67%,0.40,3,8.33%,0.60,2,18.18%,0.40,1,50.00%,0.20,,,,,,,,,,2,0.40,2,25.00%,0.40,,,,,1,14.29%,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38427,MAXIMILIAN,BEIER,BEIER M.,17-10-2002,2023,29,29,,,,,,6,6.00,2,33.33%,2.00,3,50.00%,3.00,,,,10,10.00,3,30.00%,3.00,1,1.00,,,,,,6,6.00,,,1,16.67%,1.00,,,,,,,,,,,,,,7,7.00,2,28.57%,2.00,2,100.00%,2.00,4,200.00%,4.00,1,14.29%,1.00,,,,6,85.71%,6.00,2,33.33%,2.00,,,,,,,0.000,0.000,0.000,0.000,0.387,0.387,0.000,0.000,0.283,0.283,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,1,10.00%,1.00,,,,,,,,,,,1,1.00,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
